,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
11,"With two main accusers, weeks of testimony, and a complex set of charges, jurors in the Harvey Weinstein rape trial have a lot to weigh in their deliberations. Here are four questions they're considering and one they cannot.","Black voters, particularly those in South Carolina and a handful of other southern states on Super Tuesday, led -- and the Democratic establishment followed. That's why former Vice President Joe Biden is on the verge of becoming the Democratic front-runner. A…",1.0,187,38,6,13,3,19.0,4.921052631578948,0,16.666666666666664,0.0,0.0,5.263157894736842,30,0,0,0,3,0,1,0,0,30,0,0,1,-33.0,-3.0,0.0,-2.0,0.0,5.33,-0.44,0.0,0.0,0.0,-2.44,5.26,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.07,-1.05,-0.71,0.06,0.67,-4.46,0.05,-0.02,5.04,0.0,0.4,-0.14,1.14,-0.09,-0.03,0.02,0.21,-0.02,-0.43,0.0,-0.01,1.14,-0.02,-0.02,-0.43
12,The confession a Quebec priest made just before he died in prison is being used by his victims to try to hold the Catholic Church accountable for decades of child abuse.,"The Border Patrol will be sending elite tactical teams into ""sanctuary cities"" like New York and Chicago to help with immigration arrests. One hundred agents are being deployed to work with Immigration and Customs Enforcement (ICE), including members of a uni…",1.0,139,31,7,10,2,31.0,4.483870967741935,0,14.285714285714285,0.0,0.0,12.903225806451612,29,0,0,0,0,0,2,0,0,29,0,0,2,-81.0,-10.0,-2.0,-6.0,0.0,10.5,-0.88,0.0,-7.94,0.0,-7.32,12.9,-6.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,-6.0,0.0,0.0,2.0,-5.23,-1.08,-0.55,-0.14,0.61,-3.84,-0.02,-0.02,4.68,0.0,0.22,0.56,1.2,-0.09,-0.03,0.0,0.16,-0.02,-0.31,0.0,-0.01,1.2,-0.02,-0.02,-0.31
13,"The Sea to Sky Gondola in Squamish, B.C., reopens Friday, just over six months after a vandal sliced the main cable which downed the popular tourist attraction.",Plans to open a Philadelphia facility that would allow and supervise the injection of illegal drugs have been put on hold.,1.0,134,27,3,11,4,9.666666666666666,4.962962962962963,0,0.0,0.0,7.4074074074074066,0.0,25,0,0,0,1,0,0,0,0,25,0,0,0,32.0,6.0,-4.0,5.0,2.0,-11.33,0.11,0.0,-14.29,0.0,7.41,-4.76,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-7.44,-1.38,-0.69,-0.25,0.7,-4.83,-0.04,-0.02,3.35,0.0,0.59,0.25,0.96,-0.09,-0.03,-0.01,0.19,-0.02,-0.35,0.0,-0.01,0.96,-0.02,-0.02,-0.35
14,"Modern police have new tools to use on old cases, including a national DNA database, technological advances in forensic science and creative social media campaigns.","Actor Robert Conrad, known for the television show ""The Wild, Wild West,"" died Saturday at the age of 84, according to his family spokesperson Jeff Ballard.",1.0,140,25,3,9,2,25.0,5.6,0,0.0,0.0,4.0,0.0,25,0,0,0,0,0,0,0,0,25,0,0,0,9.0,-1.0,0.0,-5.0,0.0,-1.0,0.56,0.0,0.0,0.0,4.0,-3.85,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-8.95,-1.78,-0.81,-0.47,0.65,-4.67,-0.01,-0.02,2.2,0.0,0.69,-0.03,0.76,-0.09,-0.03,-0.02,0.15,-0.02,-0.38,0.0,-0.01,0.76,-0.02,-0.02,-0.38
15,"Schitt’s Creek and Anne With An E lead the comedy and drama television nominations respectively for the 2020 Canadian Screen Awards, while the Quebec film Antigone has the most film nominations.","The Justice Department has doubled down on its prosecution of former national security adviser Michael Flynn, amid the debacle over the Trump administration softening its stance in court toward Roger Stone, another close associate of President Donald Trump.",1.0,164,31,2,17,2,31.0,5.290322580645161,0,0.0,0.0,3.225806451612903,0.0,23,0,0,1,1,0,0,0,0,23,0,0,0,-56.0,-7.0,-1.0,-1.0,0.0,-7.0,-0.5,0.0,0.0,0.0,3.23,-2.63,-9.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,-9.0,0.0,0.0,-2.0,-8.78,-1.76,-0.98,-0.17,0.61,-4.15,-0.01,-0.02,1.19,0.0,0.73,-0.27,0.45,-0.09,-0.03,0.04,0.17,-0.02,-0.41,0.0,-0.01,0.45,-0.02,-0.02,-0.41
16,"A Saskatoon woman is pleading for help after her daughter, who has a young child, was refused refugee status by the Canadian government.",An associate of Roger Stone on Monday defended the Justice Department prosecutors who quit Stone's case last week after top officials at the department retracted their sentencing recommendation of seven to nine years in prison for the former informal adviser …,1.0,114,23,5,8,2,23.0,4.956521739130435,0,40.0,0.0,0.0,4.3478260869565215,23,0,0,0,0,0,2,0,0,23,0,0,2,-106.0,-18.0,2.0,-10.0,1.0,-18.0,-0.41,0.0,40.0,0.0,-4.88,1.91,-13.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-13.0,0.0,0.0,1.0,-11.56,-2.21,-0.96,-0.43,0.57,-4.16,-0.03,-0.02,2.65,0.0,0.57,-0.22,0.18,-0.09,-0.03,0.02,0.13,-0.02,-0.32,0.0,-0.01,0.18,-0.02,-0.02,-0.32
17,"Intimate partner violence makes up nearly one-third of all police-reported violent crime in this country, and many victims say that the legal system is complicating efforts to change this.","Less than an hour after jurors in Harvey Weinstein's New York trial began deliberating, they returned with a long note for the court with a clear message: Can you please explain these charges more?",1.0,160,29,5,10,2,29.0,5.517241379310345,0,20.0,0.0,0.0,6.896551724137931,29,0,0,2,0,0,0,0,0,29,0,0,0,-4.0,-5.0,-1.0,-1.0,1.0,-5.0,0.69,-1.0,20.0,0.0,-2.94,6.9,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-11.48,-2.27,-0.93,-0.55,0.53,-3.84,-0.01,-0.02,2.84,0.0,0.43,-0.04,0.28,-0.09,-0.03,0.13,0.1,-0.02,-0.35,0.0,-0.01,0.28,-0.02,-0.02,-0.35
18,"Adam Booth, 35, got his full acquittal on Dec. 11, 2019 — three years and a month after he was sentenced to 12 years in prison minus time served for charges including robbery and aggravated assault.","China has spent decades nurturing its tech sector. Now, faced with a massive public health crisis, Beijing is pushing its tech companies to join the fight against the novel coronavirus.",1.0,163,36,6,14,3,18.0,4.527777777777778,0,16.666666666666664,0.0,0.0,5.555555555555555,32,0,0,0,5,0,2,0,0,32,0,0,2,7.0,6.0,-1.0,3.0,0.0,3.0,-0.67,0.0,2.38,0.0,-3.33,2.22,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,-11.26,-1.96,-0.86,-0.45,0.55,-4.13,-0.05,-0.02,2.84,0.0,0.31,0.05,0.52,-0.09,-0.03,0.11,0.33,-0.02,-0.27,0.0,-0.01,0.52,-0.02,-0.02,-0.27
19,"The RCMP denied using facial recognition technology as recently as January - before disclosing a few weeks later it had been using Clearview AI, a controversial app that has harvested billions of personal photos from social media, for months.",One woman testified that Harvey Weinstein used his hands to sexually assault her as employees sat nearby.,1.0,204,39,8,12,2,39.0,5.230769230769231,0,12.5,0.0,0.0,5.128205128205128,33,0,0,1,0,0,1,0,0,33,0,0,1,115.0,22.0,4.0,7.0,0.0,22.0,-0.0,0.0,12.5,0.0,0.0,-0.75,16.0,0.0,0.0,1.0,-1.0,0.0,-2.0,0.0,0.0,16.0,0.0,0.0,-2.0,-9.0,-1.53,-0.7,-0.46,0.52,-3.34,-0.05,-0.02,2.63,0.0,0.2,0.11,0.79,-0.09,-0.03,0.15,0.3,-0.02,-0.25,0.0,-0.01,0.79,-0.02,-0.02,-0.25
20,"As protests in support of Wet'suwet'en hereditary leaders continue to sweep Canada, hate experts say anti-Indigenous racism and violence is on the rise and should be addressed.",One woman testified that Harvey Weinstein used his hands to sexually assault her as employees sat nearby.,1.0,150,27,7,10,2,27.0,5.555555555555555,0,28.57142857142857,0.0,3.7037037037037033,11.11111111111111,25,0,0,0,0,0,0,0,0,25,0,0,0,61.0,10.0,3.0,5.0,0.0,10.0,0.32,0.0,28.57,0.0,3.7,5.23,8.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,8.0,0.0,0.0,-3.0,-9.53,-1.72,-0.59,-0.56,0.49,-3.2,-0.04,-0.02,3.2,0.0,0.27,0.45,0.65,-0.09,-0.03,0.13,0.26,-0.02,-0.28,0.0,-0.01,0.65,-0.02,-0.02,-0.28
21,Minnesota Sen. Amy Klobuchar ended her Democratic presidential campaign on Monday and endorse rival Joe Biden in an effort to unify moderate voters behind the former vice president's White House bid.,"Trump contradicts past denials, admits sending Giuliani to Ukraine CNN Rudy Giuliani rips Bidens and media: 'They are lying and lying and lying and the corrupt media just repeat it' Fox News Rudy Giuliani tears into Bidens and media: 'They are lying and lying…",1.0,169,31,2,15,3,15.5,5.451612903225806,0,0.0,0.0,3.225806451612903,6.451612903225806,31,0,0,0,0,0,2,0,0,31,0,0,2,-48.0,-13.0,-8.0,-6.0,2.0,-28.5,0.52,0.0,-20.0,0.0,3.23,-4.91,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,-9.15,-1.7,-0.73,-0.42,0.51,-3.6,-0.03,-0.02,2.42,0.0,0.32,0.54,0.8,-0.09,-0.03,0.12,0.23,-0.02,-0.21,0.0,-0.01,0.8,-0.02,-0.02,-0.21
22,"Prosecutors in Harvey Weinstein's rape trial are expected to focus the jury's attention back on his accusers, having the last word in closing arguments before jurors hear instructions and start deliberating on Tuesday.","The announcement Tuesday that Jussie Smollet has, again, been indicted by a Chicago grand jury is the latest twist in a headline-grabbing case that has taken numerous turns in the year since the actor said he was the victim of a racist and homophobic attack.",1.0,186,33,8,13,2,33.0,5.636363636363637,0,12.5,0.0,0.0,3.0303030303030303,27,0,0,0,0,0,1,0,0,27,0,0,1,-28.0,-12.0,0.0,-1.0,0.0,-12.0,0.88,0.0,-25.0,0.0,-2.22,-3.64,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,-8.06,-1.6,-0.59,-0.39,0.48,-3.2,-0.01,-0.02,2.25,0.0,0.22,0.48,0.76,-0.09,-0.03,0.11,0.2,-0.02,-0.2,0.0,-0.01,0.76,-0.02,-0.02,-0.2
23,"Catherine Pugh, the disgraced former mayor of Baltimore was sentenced to three years in federal prison Thursday for arranging fraudulent sales of her self-published children's books to nonprofits and foundations to promote her political career and fund her ru…","A Cook County, Illinois, grand jury has returned a six-count indictment against actor Jussie Smollett for making false reports, a special prosecutor said Tuesday.",1.0,222,39,4,15,1,39.0,5.6923076923076925,0,25.0,0.0,0.0,7.6923076923076925,29,0,0,0,1,0,6,0,0,29,0,0,6,83.0,15.0,0.0,4.0,-1.0,15.0,-0.1,0.0,25.0,0.0,-4.17,3.53,7.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,6.0,-5.57,-1.26,-0.63,-0.27,0.42,-2.58,0.01,-0.02,2.62,0.0,0.13,0.62,0.81,-0.09,-0.03,0.1,0.21,-0.02,0.03,0.0,-0.01,0.81,-0.02,-0.02,0.03
24,A federal appeals court on Friday temporarily halted a Trump administration policy to make asylum seekers wait in Mexico while their cases wind through U.S. immigration courts.,"Michael Bloomberg is heard defending his controversial stop and frisk policing policy in stark terms in snippets of audio that were posted on Twitter Monday, with the former New York mayor describing the policy as a way to reduce violence by throwing minority…",1.0,150,27,4,13,4,9.333333333333334,5.555555555555555,0,0.0,0.0,0.0,0.0,27,0,0,0,0,0,1,0,0,27,0,0,1,-68.0,-16.0,-4.0,-5.0,3.0,-33.67,0.49,0.0,-25.0,0.0,0.0,-4.65,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-6.15,-1.42,-0.67,-0.25,0.48,-3.2,0.02,-0.02,1.96,0.0,0.05,0.44,0.77,-0.09,-0.03,0.09,0.19,-0.02,0.03,0.0,-0.01,0.77,-0.02,-0.02,0.03
25,"Mainland China reported Wednesday 1,749 new cases and 136 additional deaths. While the overall spread of the COVID-19 illness has been slowing, the situation remains severe in Hubei province, which has Wuhan as its capital.",Police in Australia are calling for public assistance in investigating the death of a teacher who was tied to a chair before being fatally hit by a truck.,1.0,189,35,6,13,3,17.5,5.4,0,16.666666666666664,0.0,0.0,5.714285714285714,30,0,0,1,2,0,1,0,0,30,0,0,1,62.0,7.0,-1.0,6.0,1.0,-10.5,0.86,0.0,-11.9,0.0,0.0,-1.43,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,-5.19,-1.27,-0.62,-0.22,0.5,-3.45,0.02,-0.02,1.99,0.0,-0.03,0.5,0.85,-0.09,-0.03,0.12,0.24,-0.02,0.04,0.0,-0.01,0.85,-0.02,-0.02,0.04
26,"Pope refuses to ordain married men in the Amazon, instead addresses global warming Fox News Pope rejects a proposal to allow married priests in the Amazon CNN Pope Francis rules against ordaining married men in Amazon BBC News BREAKING: Pope releases new exho…","Indian graffiti artist Epoc was taking a break from painting his towering, multicolored mural in Kannagi Nagar when he made a surprisingly frank admission.",1.0,218,43,8,20,1,43.0,5.069767441860465,0,0.0,0.0,0.0,4.651162790697675,23,0,0,0,0,0,0,0,0,23,0,0,0,86.0,19.0,3.0,12.0,-1.0,19.0,-0.43,0.0,-20.0,0.0,0.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,-3.23,-0.83,-0.51,0.06,0.44,-2.75,0.02,-0.02,1.4,0.0,-0.1,0.51,0.67,-0.09,-0.03,0.11,0.21,-0.02,0.0,0.0,-0.01,0.67,-0.02,-0.02,0.0
27,"Criminals are out in full force this tax filing season hoping to steal your Social Security number and collect a refund in your name faster than you can say ""standard deduction."" The crime that law enforcement officials call ""SIRF"" is pervasive despite a mass…","The Chinese government has challenged the authenticity of leaked detention center records from the Western region of Xinjiang, in its most comprehensive statement yet on the high-profile release.",1.0,217,44,8,17,2,22.5,4.931818181818182,0,25.0,0.0,4.545454545454546,6.8181818181818175,38,0,0,0,0,0,3,0,0,38,0,0,3,49.0,16.0,6.0,8.0,0.0,-5.5,-1.07,0.0,25.0,0.0,0.97,6.82,15.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,2.0,-1.44,-0.38,-0.4,0.22,0.42,-2.82,0.0,-0.02,1.74,0.0,-0.0,0.6,1.03,-0.09,-0.03,0.1,0.19,-0.02,0.08,0.0,-0.01,1.03,-0.02,-0.02,0.08
28,"Residents of Moria, a village on the Greek island of Lesvos — a holding station for refugees from the Middle East and Africa seeking asylum in the EU — are fearing their safety as living conditions deteriorate and crime escalates due to a backlog of cases and…","As the United States finalizes its plans to reduce violence in Afghanistan, an Afghan source close to the negotiations has said that US officials in Munich, Germany, reassured Afghan President Ashraf Ghani and his team that American won't abandon them.",1.0,214,47,6,22,1,47.0,4.553191489361702,0,16.666666666666664,0.0,0.0,4.25531914893617,34,0,0,0,0,0,1,0,0,34,0,0,1,1.0,7.0,-1.0,4.0,-1.0,7.0,-0.77,0.0,16.67,0.0,0.0,4.26,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.12,0.13,-0.37,0.53,0.37,-2.05,-0.02,-0.02,1.78,0.0,-0.07,0.59,1.23,-0.09,-0.03,0.09,0.17,-0.02,0.08,0.0,-0.01,1.23,-0.02,-0.02,0.08
