,Text,Reference,Label,# of Characters,# of Words,# of Verbs,# of Noun,# of Sentence,Average # of Words per Sentence,Average # of Characters per Words,# of Question Marks,% of Subjective Verbs,% of Passive Voice,% of Positive Words,% of Negative Words,# of Unique Wrods/Terms,# of Misspelled Words,# of Causation Terms,% of generalizing terms,% of # and quantifiers,1st person pronouns,2nd and 3rd person pronouns,Exclusive term,# of exclamation marks,Lexical,Singular pronouns(1st person),Group ref pronouns(1st person),2nd 3rd pronouns,# of Characters- sub,# of Words- sub,# of Verbs- sub,# of Noun- sub,# of Sentence- sub,Average # of Words per Sentence- sub,Average # of Characters per Words- sub,# of Question Marks- sub,% of Subjective Verbs- sub,% of Passive Voice- sub,% of Positive Words- sub,% of Negative Words- sub,# of Unique Wrods/Terms- sub,# of Misspelled Words- sub,# of Causation Terms- sub,% of generalizing terms- sub,% of # and quantifiers- sub,1st person pronouns- sub,2nd and 3rd person pronouns- sub,Exclusive term- sub,# of exclamation marks- sub,Lexical- sub,Singular pronouns(1st person)- sub,Group ref pronouns(1st person)- sub,2nd 3rd pronouns- sub,# of Characters- avg sub,# of Words- avg sub,# of Verbs- avg sub,# of Noun- avg sub,# of Sentence- avg sub,Average # of Words per Sentence- avg sub,Average # of Characters per Words- avg sub,# of Question Marks- avg sub,% of Subjective Verbs- avg sub,% of Passive Voice- avg sub,% of Positive Words- avg sub,% of Negative Words- avg sub,# of Unique Wrods/Terms- avg sub,# of Misspelled Words- avg sub,# of Causation Terms- avg sub,% of generalizing terms- avg sub,% of # and quantifiers- avg sub,1st person pronouns- avg sub,2nd and 3rd person pronouns- avg sub,Exclusive term- avg sub,# of exclamation marks- avg sub,Lexical- avg sub,Singular pronouns(1st person)- avg sub,Group ref pronouns(1st person)- avg sub,2nd 3rd pronouns- avg sub
10,"As scientists race to develop a vaccine to combat the coronavirus epidemic, many Canadian adults aren't getting taking advantage of vaccinations that are already available to protect them against other serious illnesses, public health experts say.","Senior Department of Health and Human Services officials failed to act on repeated warnings from staff about family separations at the US-Mexico border, and staff members were advised not to put controversial information in writing, according to a HHS inspect…",1.0,212,36,8,10,2,36.0,5.888888888888889,0,12.5,0.0,8.333333333333332,2.7777777777777777,33,0,0,1,0,0,1,0,0,33,0,0,1,-9.0,-4.0,2.0,-8.0,1.0,-4.0,0.36,0.0,-4.17,0.0,8.33,-2.22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.28,1.19,0.46,1.1,0.01,0.91,0.37,0.0,-2.09,0.0,-1.01,3.57,1.15,-0.16,-0.04,0.09,-0.03,-0.03,-0.68,0.0,0.0,1.15,-0.03,-0.04,-0.68
11,"In December 2017, Margarita Gracheva's husband took her to a wooded area near their home and chopped off both her hands in a jealous rage. She has since emerged as one of the most high-profile victims of Russia's epidemic of domestic violence, Chris Brown wri…","The United States ranks lower than 38 other countries on measurements of children's survival, health, education and nutrition -- and every country in the world has levels of excess carbon emissions that will prevent younger generations from a healthy and sust…",1.0,216,45,4,15,2,22.5,4.8,0,0.0,0.0,0.0,6.666666666666667,38,0,0,1,2,0,5,0,0,38,0,0,5,-4.0,4.0,0.0,0.0,1.0,-18.5,-0.57,0.0,0.0,0.0,-4.88,6.67,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,21.46,2.23,0.31,1.34,-0.01,0.62,0.31,0.0,-2.93,0.0,-1.09,3.59,2.03,-0.16,-0.04,0.16,0.08,-0.03,-0.28,0.0,0.0,2.03,-0.03,-0.04,-0.28
12,"In December 2017, Margarita Gracheva's husband brutally attacked her. She has since emerged as one of the most high-profile victims of Russia's epidemic of domestic violence, Chris Brown writes.","The dangers of vaping are not just smoke, and an upcoming episode of ""Raven's Home"" aims to get that messages across to its young viewers.",1.0,166,29,4,10,3,14.5,5.724137931034483,0,0.0,0.0,0.0,6.896551724137931,26,0,0,1,2,0,0,0,0,26,0,0,0,52.0,4.0,0.0,3.0,1.0,-10.5,1.16,0.0,-25.0,0.0,0.0,2.9,5.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,-1.0,20.31,1.88,0.18,1.15,0.06,-0.23,0.34,0.0,-3.64,0.0,-1.16,3.63,1.85,-0.16,-0.04,0.22,0.18,-0.03,-0.33,0.0,0.0,1.85,-0.03,-0.04,-0.33
13,"To test how prevalent counterfeits are online, Marketplace purchased dozens of well-known products from five popular online retailers: AliExpress, Amazon, eBay, Walmart and Wish. More than half were suspected knockoffs.","Despite potentially facing more than two decades in prison, Harvey Weinstein is ""not giving up on life,"" according to his spokesman, Juda Engelmayer.",1.0,190,30,5,13,3,15.0,6.333333333333333,0,40.0,0.0,6.666666666666667,0.0,30,0,0,0,1,0,0,0,0,30,0,0,0,63.0,7.0,1.0,5.0,1.0,-8.0,0.81,0.0,15.0,0.0,6.67,-4.35,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,7.0,0.0,0.0,-1.0,21.04,1.65,0.15,1.2,0.11,-0.93,0.4,0.0,-1.4,0.0,-0.75,3.16,1.98,-0.16,-0.04,0.19,0.19,-0.03,-0.38,0.0,0.0,1.98,-0.03,-0.04,-0.38
14,"Turkey's invitation to migrants to make their way into Greece has been widely seen as a provocation aimed at the European Union. For refugees who made their way to the border, it was another cruelty.","A Pennsylvania woman and her daughter who have been charged with killing five members of their family last year pleaded not guilty Tuesday, a prosecutor said.",1.0,165,35,7,12,3,17.5,4.714285714285714,0,28.57142857142857,0.0,0.0,5.714285714285714,26,0,0,0,0,0,3,0,0,26,0,0,3,32.0,9.0,1.0,4.0,1.0,-8.5,-0.4,0.0,11.9,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.78,0.25,1.19,0.16,-1.37,0.35,0.0,-0.21,0.0,-0.83,3.14,1.83,-0.16,-0.04,0.18,0.13,-0.03,-0.22,0.0,0.0,1.83,-0.03,-0.04,-0.22
15,Ontario's beleaguered Liberals will choose a new leader today as the party looks to rebound from a devastating election and rebuild ahead of the next one in 2022.,"First lady Melania Trump received a Palm Beach society award on Wednesday at a luncheon held at The Breakers, a local luxury resort.",1.0,135,28,4,7,2,28.0,4.821428571428571,0,0.0,0.0,0.0,3.571428571428571,24,0,0,0,1,0,0,0,0,24,0,0,0,25.0,5.0,2.0,-6.0,0.0,5.0,0.04,0.0,0.0,0.0,-8.7,3.57,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.21,1.46,0.15,0.86,0.14,-1.1,0.31,0.0,-0.96,0.0,-0.9,2.99,1.57,-0.16,-0.04,0.16,0.15,-0.03,-0.26,0.0,0.0,1.57,-0.03,-0.04,-0.26
16,"When U.S. President Donald Trump seemed to downplay traumatic brain injuries (TBI) sustained by American troops in an Iranian missile strike, University of Windsor assistant professor and former military spouse Kate Kemplin knew she needed to speak out.","Kellye Nakahara, known for her role in the TV show ""M*A*S*H,"" died Sunday, according to her sister, Nalani Coleman.",1.0,216,38,6,17,4,13.0,5.684210526315789,0,0.0,0.0,0.0,5.263157894736842,36,0,0,0,0,0,1,0,0,36,0,0,1,119.0,19.0,3.0,7.0,2.0,-6.0,0.58,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,19.0,0.0,0.0,-3.0,19.52,1.76,0.18,1.15,0.24,-1.74,0.32,0.0,-1.63,0.0,-0.97,2.95,2.05,-0.16,-0.04,0.14,0.1,-0.03,-0.24,0.0,0.0,2.05,-0.03,-0.04,-0.24
17,"As a boy in tiny Eston, Sask., Frederick Mulder played hockey and curled. Today he is one of the world's foremost experts in the field of 19th- and 20th-century European prints.","A mother reaches into an envelope and pulls out her child's report card while her young son stands visibly anxious nearby. Report card season can be a nerve-wracking time for any student, but in this situation, the stakes are even higher: She reads out loud h…",1.0,147,31,3,12,4,10.666666666666666,4.741935483870968,0,33.33333333333333,0.0,3.225806451612903,0.0,23,0,0,0,1,0,1,0,0,23,0,0,1,-68.0,-15.0,-4.0,-2.0,2.0,-12.33,0.07,0.0,4.76,0.0,3.23,-4.35,-17.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,0.0,-17.0,0.0,0.0,-3.0,17.74,1.65,0.04,1.14,0.33,-2.44,0.28,0.0,-0.36,0.0,-0.85,2.63,1.75,-0.16,-0.04,0.13,0.11,-0.03,-0.23,0.0,0.0,1.75,-0.03,-0.04,-0.23
18,"A global recession would likely kill more people than the coronavirus, a Canadian expert says.","If you're not trying to get pinched this St. Patrick's Day, one of McDonald's limited-time green Shamrock Shakes might come in handy. And now, you can even get an 18-karat gold cup to go with it.",1.0,80,15,3,5,2,15.0,5.333333333333333,0,0.0,0.0,0.0,13.333333333333334,15,0,0,0,0,0,0,0,0,15,0,0,0,-80.0,-21.0,-6.0,-3.0,-2.0,3.0,0.89,0.0,0.0,0.0,-5.56,13.33,-17.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-17.0,0.0,0.0,-1.0,12.62,0.7,-0.09,0.76,0.3,-2.84,0.28,0.0,-0.99,0.0,-0.91,3.04,1.07,-0.16,-0.04,0.12,0.07,-0.03,-0.27,0.0,0.0,1.07,-0.03,-0.04,-0.27
19,"Canadians hoping to travel to Saudi Arabia for the umrah pilgrimage are scrambling to curb their losses after the kingdom suddenly suspended entry for religious pilgrims over mounting coronavirus concerns, leaving travellers grounded and out thousands of doll…","After Sen. Elizabeth Warren suspended her presidential campaign -- the last of the serious female candidates who had vied for the Democratic nomination this year to do so -- many women (and some men) despaired, wondering: Will there be a female president in m…",1.0,223,38,9,13,1,38.0,5.868421052631579,0,11.11111111111111,0.0,0.0,7.894736842105263,31,0,0,0,0,0,1,0,0,31,0,0,1,6.0,-6.0,1.0,1.0,-1.0,16.0,0.94,0.0,-1.39,0.0,0.0,7.89,-6.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,15.16,1.0,0.1,0.82,0.23,-2.05,0.3,0.0,-0.99,0.0,-0.96,3.14,1.25,-0.16,-0.04,0.11,0.03,-0.03,-0.25,0.0,0.0,1.25,-0.03,-0.04,-0.25
20,"Canada's Feminist International Assistance Policy is aimed at supporting the economic, political, and social empowerment of women and girls, but the government is falling short of the mark when it comes to addressing the Rohingya genocide and refugee crisis.","The Boy Scouts of America has filed for bankruptcy, according to a court document filed in Delaware bankruptcy court early Tuesday.",1.0,220,39,7,14,2,39.0,5.641025641025641,0,28.57142857142857,0.0,5.128205128205128,7.6923076923076925,28,0,0,0,0,0,1,0,0,28,0,0,1,109.0,18.0,3.0,4.0,0.0,18.0,0.36,0.0,28.57,0.0,5.13,7.69,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,17.32,1.31,0.17,0.92,0.21,-1.28,0.31,0.0,-0.17,0.0,-0.77,3.22,1.27,-0.16,-0.04,0.1,0.0,-0.03,-0.24,0.0,0.0,1.27,-0.03,-0.04,-0.24
21,A three-month CBC investigation revealed that a lot of women who become surrogates feel internal and external pressure to have multiple babies. And experts warn that there isn't enough medical oversight of women who have babies in quick succession.,"Actor Robert Conrad, known for the television show ""The Wild, Wild West,"" died Saturday at the age of 84, according to his family spokesperson Jeff Ballard.",1.0,210,39,7,12,3,19.5,5.384615384615385,0,0.0,0.0,2.564102564102564,2.564102564102564,29,0,0,0,0,0,0,0,0,29,0,0,0,79.0,13.0,4.0,-2.0,1.0,-6.5,0.35,0.0,0.0,0.0,2.56,-1.28,5.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,-1.0,18.83,1.6,0.24,0.92,0.24,-1.47,0.31,0.0,-0.71,0.0,-0.71,3.06,1.33,-0.16,-0.04,0.09,-0.03,-0.03,-0.27,0.0,0.0,1.33,-0.03,-0.04,-0.27
22,The Teck Frontier project didn't deserve to be framed as a do-or-die test of political attitudes towards the energy sector and climate change. The fact that it was shows just how little progress we've made in this country in reconciling economic and environme…,"Two off-duty nurses, a 9-year-old girl and her godmother are being hailed as heroes after they saved a toddler who nearly drowned in a hotel pool.",1.0,218,43,8,12,2,21.5,5.069767441860465,0,25.0,0.0,2.3255813953488373,0.0,37,0,0,0,0,0,1,0,0,37,0,0,1,97.0,17.0,3.0,5.0,0.0,-4.5,0.42,0.0,5.0,0.0,2.33,0.0,14.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,14.0,0.0,0.0,-1.0,20.55,2.04,0.34,0.92,0.22,-1.56,0.3,0.0,-0.13,0.0,-0.66,2.8,1.74,-0.16,-0.04,0.08,-0.06,-0.03,-0.25,0.0,0.0,1.74,-0.03,-0.04,-0.25
23,Sales of Canadian authored books have fallen fast. But no one can agree on why — or what to do about it.,"A Mexican national has been arrested and charged with acting as a Russian agent within the United States, the Justice Department said Tuesday.",1.0,83,22,6,4,3,11.0,3.772727272727273,0,0.0,0.0,4.545454545454546,4.545454545454546,22,0,0,0,0,0,0,0,0,22,0,0,0,-37.0,-1.0,0.0,-2.0,1.0,-12.0,-1.44,0.0,-16.67,0.0,4.55,4.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.51,1.56,0.35,0.59,0.24,-2.08,0.23,0.0,-0.63,0.0,-0.53,2.75,1.49,-0.16,-0.04,0.08,-0.08,-0.03,-0.28,0.0,0.0,1.49,-0.03,-0.04,-0.28
24,"Nearly two months after Prince Harry and Meghan said they want to step back as senior members of the Royal Family, the Duke and Duchess of Sussex are back in London for what some are calling their ""farewell tour."" But there is no guarantee their new life will…","Ja'Net DuBois, an actress who left her stamp on television playing beloved neighbor Willona Woods on ""Good Times"" and the voice behind the theme song to ""The Jeffersons,"" has died, according to Kesha Fields, DuBois' youngest daughter. She was 74.",1.0,213,48,8,15,2,24.5,4.4375,0,37.5,0.0,2.083333333333333,0.0,36,0,0,1,1,0,2,0,0,36,0,0,2,6.0,8.0,2.0,-2.0,-1.0,4.5,-0.74,0.0,20.83,0.0,-0.42,-2.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.98,2.17,0.45,0.72,0.23,-2.02,0.19,0.0,0.41,0.0,-0.5,2.53,1.82,-0.16,-0.04,0.11,-0.07,-0.03,-0.23,0.0,0.0,1.82,-0.03,-0.04,-0.23
25,A northern B.C. woman with five children in care claims her First Nation is using her sons and daughters to make a point about placing Indigenous children with Indigenous families. She is challenging the provincial government and the First Nation in court.,"Former food company executive Michelle Janavs was sentenced to five months in prison Tuesday for paying bribes in the college admissions scam, the US Attorney's Office in Massachusetts said.",1.0,215,42,6,14,5,10.75,5.119047619047619,0,33.33333333333333,0.0,0.0,2.380952380952381,22,0,0,0,1,0,4,0,0,22,0,0,4,53.0,13.0,1.0,-1.0,3.0,-18.25,-0.47,0.0,13.33,0.0,0.0,-4.52,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-2.0,0.0,0.0,4.0,19.43,2.49,0.45,0.8,0.33,-2.49,0.18,0.0,1.2,0.0,-0.56,2.41,1.58,-0.16,-0.04,0.1,-0.05,-0.03,-0.1,0.0,0.0,1.58,-0.03,-0.04,-0.1
26,The beleagured Ontario Liberals have chosen Steven Del Duca to replace former premier Kathleen Wynne and lead the party as it rebuilds from a catastrophic election defeat two years ago.,"The public charge rule, which goes into effect Monday, is a major step in the construction of what's known as Trump's ""invisible wall,"" a methodical overhaul of policies that's dramatically changing who can immigrate legally to the United States.",1.0,156,30,6,12,2,30.0,5.2,0,0.0,0.0,10.0,3.3333333333333335,30,0,0,0,1,0,1,0,0,30,0,0,1,-52.0,-9.0,-2.0,0.0,0.0,-9.0,-0.13,0.0,-12.5,0.0,10.0,0.77,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,1.0,18.58,2.35,0.46,0.81,0.31,-2.21,0.18,0.0,0.71,0.0,-0.24,2.34,1.66,-0.16,-0.04,0.09,-0.04,-0.03,-0.1,0.0,0.0,1.66,-0.03,-0.04,-0.1
27,The confession a Quebec priest made just before he died in prison is being used by his victims to try to hold the Catholic Church accountable for decades of child abuse.,"A grieving husband whose wife was killed in a hit-and-run motorcycle crash in California successfully led police to the suspected driver, according to police who arrested the man Friday.",1.0,139,31,7,10,2,31.0,4.483870967741935,0,14.285714285714285,0.0,0.0,12.903225806451612,29,0,0,0,0,0,2,0,0,29,0,0,2,-19.0,2.0,1.0,0.0,0.0,2.0,-0.96,0.0,-2.38,0.0,-6.9,2.56,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,17.18,2.25,0.5,0.74,0.29,-1.92,0.15,0.0,0.76,0.0,-0.31,2.61,1.7,-0.16,-0.04,0.09,-0.06,-0.03,-0.06,0.0,0.0,1.7,-0.03,-0.04,-0.06
